cell_id,element,value,source_doc,source_section,quote,local_file,accession,date_pulled,extracted_by,verified_by,status
4.8,Smoothing diagnostics,SMOOTHING DIAGNOSTICS (computed from daily Class I NAV): monthly lag-1 autocorr 0.075; raw ann vol 6.07% vs de-smoothed 6.57%; max drawdown on monthly NAV path -15.48%. 78.8% Level 3 book with the Adviser as valuation designee (4.2/4.3) is the structural context for these numbers.,data/series/cadux.csv (monthly resample),tark_analytics: lag1_autocorr/ann_vol/max_drawdown,,,,2026-08-25,Claude Code (2026-08-25),,computed
4.9,CIT unit valuation,No CIT vehicle exists — no collective investment trust unit valuation to document.,"N-CSR 2026-03-06, 486BPOS 2026-04-29, N-23C3A 2026-06-05 (full-text search), CIK 1678124",—,,,"multiple (3), data/citations/cion_ares.json",2026-08-25,Claude Code (2026-08-25),,n/a - documented-unavailable
5.1,Self-declared benchmark,"Self-declared broad-based benchmark: Credit Suisse Leveraged Loan Index (CSLLI) — 'deemed to be an appropriate broad-based securities market index for the Fund' in the annual report's required performance presentation (hypothetical $10,000 Class A growth chart).","N-CSR filed 2026-03-06, CIK 1678124",Performance Summary,"the performance of the Credit Suisse Leveraged Loan Index (""CSLLI"") is shown. CSLLI ... is deemed to be an appropriate broad-based securities market index for the Fund.",,0001104659-26-024607,2026-08-25,Claude Code (2026-08-25),,extracted-unverified
5.2,Public index series,"Public index reference points cited for 2025 in the shareholder letter: syndicated loans +5.94% (S&P UBS Leveraged Loan Index), high yield +8.50% (ICE BofA US High Yield Index), S&P 500 +17.86%, Bloomberg Aggregate +7.30%. Index definitions printed in the report (CSLLI, S&P UBS LL, ICE BofA US HY, Bloomberg Agg, S&P 500). Full index return series not included — only 2025 single-year figures. [Attribution: the Index Definitions section defines S&P UBS LL, ICE BofA US HY, Bloomberg Agg, and S&P 500; the CS Leveraged Loan Index is described separately in the Performance Summary.]","N-CSR filed 2026-03-06, CIK 1678124",Letter to Shareholders; Index Definitions,syndicated loans returned +5.94%7 while high yield bonds returned +8.50%8. The S&P 500 returned +17.86%9 ... Traditional fixed income returned +7.30%10,,0001104659-26-024607,2026-08-25,Claude Code (2026-08-25),,partial
5.3,Alt asset-class indices,"Benchmark candidates evaluated by the engine (Tark benchmark rubric, 12 points, threshold 7 of 12, strategy gate below 2 of 3 ineligible). PRIMARY Senior loan investable proxy (BKLN, for Morningstar LSTA class) 9/12 (third-party index or investable proxy). SECONDARY Peer composite, private credit cohort without CION Ares Diversified Credit Fund (members: Blackstone Private Credit Fund, Cliffwater Corporate Lending Fund, Blue Owl Credit Income Corp., PIMCO Flexible Credit Income Fund) 8/12 (peer composite constructed by the evaluator). REJECTED Cliffwater Direct Lending Index (CDLI) 6/12 (third-party index or investable proxy): score 6/12 below primary threshold 7. REJECTED Credit Suisse Leveraged Loan Index (CSLLI) 5/12 (fund-declared benchmark): score 5/12 below primary threshold 7. Fund-declared (cell 5.1): Credit Suisse Leveraged Loan Index (cited, not held, scored 5/12, below the threshold).",benchmark selection artifact (CION Ares Diversified Credit Fund),"primary, secondary, rejected and declared benchmarks",,,,2026-09-04,Tark computed-cells writer (as-of 2026-09-04),,computed
5.4,Peer universe & returns,"Peer cohort: private credit cohort (n=5: Cliffwater Corporate Lending Fund, Blackstone Private Credit Fund, PIMCO Flexible Credit Income Fund, CION Ares Diversified Credit Fund, Blue Owl Credit Income Corp.). Equal-weight annual composite on printed fiscal-year returns for years with 2 or more reporting members: 2021 (n=5), 2022 (n=5), 2023 (n=5), 2024 (n=5), 2025 (n=5). Wrapper types in the cohort: interval fund (Rule 23c-3), non-traded BDC. Cross-wrapper differences are disclosed in the cohort caveat block (3 caveats). Membership rationales and exclusions are in the roster decisions record.",cohort artifact (private credit cohort),"members, composite and caveats",,,,2026-09-04,Tark computed-cells writer (as-of 2026-09-04),,computed
5.5,PME / Direct Alpha inputs,"PME inputs (computed, public market proxy Senior loan investable proxy (BKLN, for Morningstar LSTA class), primary slot): window 2018-07-18 to 2026-07-17 (series comparison, clipped: proxy series begins 2018-07-18, proxy series ends 2026-07-17). Fund growth 1.6029x vs proxy growth 1.4092x, flows = one contribution of 1 at the window start and the terminal growth at the end, fund return source: Yahoo adjusted close, approximates NAV total return. KS-PME 1.1374 = fund growth / proxy growth. Direct Alpha +1.62%/yr is the annualized form of the same two flows (fund 6.08%/yr vs proxy 4.38%/yr). ILLUSTRATIVE monthly-schedule KS-PME 1.0508 (97 equal contributions at the window start and each month-end inside it, valued at the window end). Peer comparison inputs (Peer composite, private credit cohort without CION Ares Diversified Credit Fund (members: Blackstone Private Credit Fund, Cliffwater Corporate Lending Fund, Blue Owl Credit Income Corp., PIMCO Flexible Credit Income Fund), secondary slot): relative wealth ratio 0.9461 = fund growth 1.4445x / peer composite growth 1.5267x over FY2021 to FY2025, fund return source: filed fiscal-year returns. Not a public market equivalent: the peer composite is appraisal-based, constructed by the evaluator and cannot be bought. Alignment: aligned by fiscal year-end year. Members' fiscal years end in month 03 (cliffwater_cclfx), 06 (pflex), 12 (bcred, ocic), the fund's in month 12.",benchmark selection artifact (CION Ares Diversified Credit Fund),primary and secondary comparisons,,,,2026-09-04,Tark computed-cells writer (as-of 2026-09-04),,computed
5.6,Benchmark suitability memo,"Benchmark suitability (Tark benchmark rubric, 12 points). Primary Senior loan investable proxy (BKLN, for Morningstar LSTA class) (third-party index or investable proxy) scored 9/12 with a KS-PME vs public market proxy over 2018-07-18 to 2026-07-17: KS-PME 1.1374, Direct Alpha 1.62%/yr. Secondary Peer composite, private credit cohort without CION Ares Diversified Credit Fund (members: Blackstone Private Credit Fund, Cliffwater Corporate Lending Fund, Blue Owl Credit Income Corp., PIMCO Flexible Credit Income Fund) scored 8/12. Max attainable on held data 9/12. Fund-declared benchmark(s) (cell 5.1): Credit Suisse Leveraged Loan Index: cited, not held, scored 5/12, below the threshold. Rejected: 2 candidates, each with its reason in the ledger. The scoring rules are in the benchmark methodology document.",benchmark selection artifact (CION Ares Diversified Credit Fund),"primary, secondary, escalation, maximum attainable, declared benchmarks, rejected",,,,2026-09-04,Tark computed-cells writer (as-of 2026-09-04),,computed
5.7,Case-law tracker,"Anderson v. Intel Corp. Investment Policy Committee, No. 25-498 (U.S.). Certiorari granted 2026-01-16 per the Supreme Court docket listing. Question presented, per the docket as relayed in search-result snippets: whether, for claims predicated on fund underperformance, pleading that an ERISA fiduciary breached the duty of prudence requires alleging a meaningful benchmark. The Ninth Circuit had required plaintiffs to identify a comparable alternative giving a sound basis for comparison, a meaningful benchmark. Argument is listed for the October 2026 term and had not been held as of 2026-09-04. No holding exists yet, and this cell draws no consequence for the evaluation. Status partial: assembled from the docket listing and search snippets, not from the source documents, which this build could not fetch.","Supreme Court docket 25-498, https://www.supremecourt.gov/docket/docketfiles/html/public/25-498.html (grant date). SCOTUSblog case page, https://www.scotusblog.com/cases/anderson-v-intel-corp-investment-policy-comm/ and CRS Legal Sidebar LSB11396, https://www.congress.gov/crs-product/LSB11396 (question presented, argument term). Accessed 2026-09-04 through web-search snippets only.","docket listing and search-result snippets (question presented, argument scheduling)","search snippet, not the source document: ""whether, for claims predicated on fund underperformance, pleading that an ERISA fiduciary failed to use the requisite 'care, skill, prudence, or diligence' under the circumstances and thus breached ERISA's duty of prudence when investing plan assets requires alleging a 'meaningful benchmark'"" and ""The case is scheduled for argument before the Supreme Court of the United States during the court's October 2026-2027 term.""",,,2026-09-04,"Claude Code (WebSearch snippet, 2026-09-04)",,"partial - search snippets and docket listing only, source documents not fetched in this build"
6.1,Structure map,"Structure: Delaware statutory trust (organized 6/21/2016), diversified closed-end management company registered under the 1940 Act, operated as a continuously offered INTERVAL FUND (Rule 23c-3), unlisted; RIC for tax. Seven common classes (A/C/I/L/U/U-2/W) plus 12 series of Mandatory Redeemable Preferred Shares (A-L). External dual-adviser stack: CION Ares Management, LLC (Adviser; a CION/Ares JV controlled by Ares Management) with Ares Capital Management II LLC (Sub-Adviser, Ares affiliate). Leverage held partly through consolidated financing subsidiaries CADEX Credit Financing, LLC (Wells facility) and CADEX Liquid Financing LLC (BNP facility). Multi-class exemptive relief obtained.","N-CSR filed 2026-03-06 (Note 1, Note 6) and 486BPOS filed 2026-04-29, CIK 1678124",Note 1 Organization; Description of Capital Structure; prospectus cover,"The Adviser is a joint venture between affiliates of Ares Management Corporation ... and CION Investment Group, LLC and is controlled by Ares Management.",,"multiple (2), data/citations/cion_ares.json",2026-08-25,Claude Code (2026-08-25),,extracted-unverified
6.2,Strategy & instrument complexity,"High complexity, multi-sleeve global credit: >=80% of Managed Assets in directly originated loans, secured floating/fixed syndicated loans, corporate bonds, ABS, CRE loans and other credit instruments (incl. mezzanine, mortgages, distressed); US and European direct lending, high yield, structured credit/CLOs, real estate debt; predominantly below investment grade ('junk') — 'an investment in the Fund should be considered speculative.' Uses leverage (3 revolvers + 12 MRPS series), interest-rate swaps, credit default swaps (buy and sell protection), FX forwards, short sales, PIK income ($88,235K PIK interest+dividends in FY2025), foreign currencies, unfunded commitments.","486BPOS filed 2026-04-29 and N-CSR filed 2026-03-06, CIK 1678124",Principal Investment Strategies; Types of Investments and Related Risks; Notes 6-9,"Credit instruments that are rated below investment grade (commonly referred to as ""high yield"" securities or ""junk bonds"") are regarded as having predominantly speculative characteristics ... an investment in the Fund should be considered speculative.",,"multiple (2), data/citations/cion_ares.json",2026-08-25,Claude Code (2026-08-25),,extracted-unverified
6.3,Conflicts & affiliated transactions,"Dual-adviser economics: Adviser (CAM, a CION/Ares JV controlled by Ares) receives 1.25% of Managed Assets + 15% income incentive; it pays Sub-Adviser (Ares Capital Management II) 40% of fees actually received and retained. Disclosed conflicts: trustees/officers hold interests in the Advisers; allocation of investment opportunities and personnel across Ares/CION 'Advised Funds' with overlapping objectives; co-investments with Ares affiliates permitted only per Ares' SEC exemptive order; lack of information barriers; leverage-inclusive fee base rewards leverage; Adviser is its own valuation designee; CAM administration cost reimbursement ($3,995K FY2025); affiliated wholesale marketing agent/dealer manager CION Securities, LLC compensated via dealer manager fee (up to 0.75% within Class A load); expense-support recoupment rights; prospectus states the Fund/Advisers 'do not undertake ... to give advice in a Fiduciary capacity' in connection with the offering.","N-CSR filed 2026-03-06 (Note 3; Letter) and 486BPOS filed 2026-04-29 (Conflicts of Interest), CIK 1678124","Note 3; Conflicts of Interest; Plan of Distribution; fiduciary-capacity disclaimer is in the N-CSR annual report, not the prospectus","negotiated co-investments may be made only in accordance with the terms of the exemptive order Ares received from the SEC (the ""Order"") ... which could limit the Fund's ability to participate in a co-investment transaction.",,"multiple (2), data/citations/cion_ares.json",2026-08-25,Claude Code (2026-08-25),,extracted-unverified
6.4,Tax reporting (1099 vs K-1),"RIC under Subchapter M; fiscal and tax year end December 31; shareholders receive Form 1099-DIV (no K-1). FY2025 distributions characterized 100% ordinary income for tax. Fund pays 4% excise tax on retained excess taxable income ($3,900K accrued FY2025). Repurchase proceeds taxed as capital gain/loss to tendering shareholders. QUALIFIER: capital gain/loss treatment generally applies to shareholders tendering ALL their shares; partial tenders risk deemed-distribution (dividend) treatment.","486BPOS filed 2026-04-29 and N-CSR filed 2026-03-06 (Note 2, Note 10), CIK 1678124",U.S. Federal Income Tax Matters; Reports to Shareholders; Note 2 Income Taxes,"As soon as practicable after the end of each calendar year, a statement on Form 1099-DIV identifying the sources of the distributions paid by the Fund to Shareholders for tax purposes will be furnished to Shareholders",,"multiple (2), data/citations/cion_ares.json",2026-08-25,Claude Code (2026-08-25),,extracted-unverified
6.5,Service-provider web,"Service-provider web: Adviser CION Ares Management, LLC; Sub-Adviser Ares Capital Management II LLC; adviser-affiliate administrator services (CAM Administration Agreement, $3,995K FY2025) plus Ares Operations LLC support; third-party administrator ALPS Fund Services, Inc. ($3,909K); transfer agent SS&C GIDS, Inc. ($1,450K); custodian State Street Bank and Trust Company (also a lender via the State Street Credit Facility); distributor ALPS Distributors, Inc.; affiliated dealer manager/wholesale marketing agent CION Securities, LLC; auditor Ernst & Young LLP; counsel Willkie Farr & Gallagher LLP; swap counterparty Goldman Sachs International; lenders Wells Fargo (facility) and BNP. [Lender legal identities (Wells Fargo, BNP Paribas, State Street as lender) are inferred from disclosed facility names, not stated as counterparty legal names in the filings.]","N-CSR filed 2026-03-06 (Note 3; Corporate Information) and 486BPOS filed 2026-04-29, CIK 1678124","Note 3 Investment Advisory and Other Agreements; Custodians, Distribution Paying Agent, Transfer Agent and Registrar","State Street Bank and Trust Company, which has its principal office at One Congress Street, Boston, MA, 02114, serves as custodian for the Fund.",,"multiple (2), data/citations/cion_ares.json",2026-08-25,Claude Code (2026-08-25),,extracted-unverified
6.6,Plan operational fit,"Workflow cell: operational fit (recordkeeper coding, order handling for non-daily wrappers) requires plan-specific recordkeeper engagement; not a public-filings extraction target.",n/a,,,,,2026-08-25,Claude Code (2026-08-25),,n/a - not publicly available: plan-side workflow
6.7,Participant communicability,"Communicability challenge is documented in the filings' own language: the Fund 'is not intended to be a typical traded investment,' is 'suitable only for long-term investors who can bear the risks associated with the limited liquidity of the Shares,' should be 'considered speculative,' and shareholders must understand interval repurchase mechanics, proration risk and NAV fluctuation between tender and pricing. Participant-level communication assessment is downstream.","486BPOS filed 2026-04-29, CIK 1678124",Prospectus Summary — Structure; Closed-end Interval Fund; Liquidity Risks,An investment in the Fund is suitable only for long-term investors who can bear the risks associated with the limited liquidity of the Shares.,,0001104659-26-051754,2026-08-25,Claude Code (2026-08-25),,partial
6.8,Fiduciary capacity self-assessment,"Fiduciary capacity self-assessment is the committee's own governance obligation - a workflow cell, not data.",n/a,,,,,2026-08-25,Claude Code (2026-08-25),,"n/a - workflow, not data"
