cell_id,element,value,source_doc,source_section,quote,local_file,accession,date_pulled,extracted_by,verified_by,status
4.3,Independent valuation agent,"PARTIAL: no independent valuation agent is NAMED and no standing engagement is disclosed. Printed capability only: the Master Fund 'may utilize' independent valuation firms for third-party valuation consulting; N-2 adds that GP valuations are adjusted for 'any third-party valuations received by the Adviser'. The Valuation Designee is the affiliated Investment Manager (Pantheon) and its own Valuation Committee reviews/adjusts capital-account values - i.e., valuation authority is internal, third-party input is optional and unnamed.","N-CSR FY2026 (filed 2026-06-09), Master Fund Note 1a; N-2 filed 2026-07-30, Calculation of Net Asset Value",Note 1a VALUATION OF INVESTMENTS,the Master Fund may utilize independent valuation firms to provide third-party valuation consulting services,,"multiple (2), data/citations/amg_pantheon.json",2026-08-14,Claude Code (2026-08-14),,partial
4.4,Methodology by asset type,"By asset type (Master Fund Note 1a + L3 quantitative table at 3/31/2026): direct investments/certain co-investments - market or income approach (techniques printed: recent round of financing/option pricing model with term 1.75-5.00 and volatility 40-75%; market comparables with EBITDA multiples 8.25x-18.30x avg 13.21x; guideline transaction multiples; discounted cash flow). Investment Funds and certain co-investments - GP/manager-provided valuations (capital-account fair value), latest available adjusted for transaction and market activity. Listed equities - last quoted sale/official close (bid if no trades). Short-term debt =<60 days to maturity - amortized cost if approximating fair value. Open-end registered investment companies - end-of-day NAV. Options - broker quote.","N-CSR FY2026 (filed 2026-06-09), Master Fund Note 1a + Level 3 quantitative inputs table",Note 1a VALUATION OF INVESTMENTS; Quantitative Information about Level 3 Fair Value Measurements,the Master Fund primarily uses the market or income approach to estimate the fair value of private investments,data/raw/amg_pantheon/N-CSR_2026-06-09_d138225dncsr.htm,0001193125-26-264017,2026-08-14,Claude Code (2026-08-14),,extracted-unverified
4.5,Auditor & opinion,"KPMG LLP, New York, New York; report dated May 29, 2026; unqualified opinion on the Fund's FY2026 financial statements and five years of financial highlights ('present fairly, in all material respects'); PCAOB-registered; signature block states auditor since 2021. N-2 notes FY2017-FY2020 highlights were audited by the Fund's previous independent registered public accountant. Procedures included confirmation of investments owned by correspondence with the transfer agent.","N-CSR FY2026 (filed 2026-06-09), Report of Independent Registered Public Accounting Firm",Report of Independent Registered Public Accounting Firm (signature block),/s/KPMG LLP...We have served as the Fund's auditor since 2021.,data/raw/amg_pantheon/N-CSR_2026-06-09_d138225dncsr.htm,0001193125-26-264017,2026-08-14,Claude Code (2026-08-14),,extracted-unverified
4.6,NAV restatement history,"None identified: searched all four on-disk documents (N-CSR FY2026, N-2 2026-07-30, SC TO-I 2026-08-03, 424B3 2025-08-01) for 'restat' and 'error correction' on 2026-08-15 - zero NAV-restatement hits; every occurrence is 'amended and restated' credit-agreement/LLC-certificate boilerplate (N-CSR 1, N-2 13, 424B3 6, SC TO-I 0). Note the prospectus does warn prospectively that GP-reported valuations 'may be subject to later adjustment or revision' after underlying-fund audits.",All four on-disk filings (searched 2026-08-15),Full-document regex search; N-2 Calculation of Net Asset Value (revision warning),"In determining its net asset value, each Class of the Fund and the Master Fund will value its investments as of the relevant Determination Date.",,"multiple (4), data/citations/amg_pantheon.json",2026-08-14,Claude Code (2026-08-14),,extracted-unverified
4.7,Premium/discount check,Not exchange-listed: shares transact at NAV; premium/discount undefined. (Contrast the venture cohort's market-priced members.),wrapper structure per cell 3.1,n/a rationale,,,,2026-08-14,Claude Code (2026-08-14),,n/a - not publicly available: no market price for a non-listed NAV-transaction wrapper
4.8,Smoothing diagnostics,Public return cadence for this wrapper is ANNUAL; vol/autocorr/de-smoothing need monthly-or-finer series. Fact sheets sit behind attestation gates (not free-public). (smoothing rho not computable at annual granularity.) Quarterly NAV path on disk is NAV-only and short.,disclosure-cadence assessment vs data/series_annual/amg_pantheon.csv,granularity rationale,,,,2026-08-14,Claude Code (2026-08-14),,n/a - not publicly available: sub-annual return series not free-public for this wrapper
4.9,CIT unit valuation,"No CIT wrapper; unit valuation here refers to the Fund's own LLC Units (monthly NAV, cell 4.1), and CIT unit valuation is a plan-vehicle construct not applicable to this registered fund.",n/a (structural),n/a,,,,2026-08-14,Claude Code (2026-08-14),,n/a - CIT only
5.1,Self-declared benchmark,"Self-declared comparison index in the annual report: MSCI World Index - used in both the cumulative-return graph (hypothetical $50,000,000 in Class 4 units vs the index) and the Average Annual Total Returns table (MSCI World rows measured from Fund inception 09/30/14: 1yr 18.90%, 5yr 10.27%, 10yr 11.80%, SI 10.16%). Footnotes: free float-adjusted market-cap index of developed-market equities; unmanaged, not investable, no fees. No benchmark is declared in the N-2 prospectus itself; no PE-specific index is used anywhere.","N-CSR FY2026 (filed 2026-06-09), Portfolio Manager's Comments","CUMULATIVE TOTAL RETURN PERFORMANCE graph + Average Annual Total Returns table, footnotes 5-6","This graph compares a hypothetical $50,000,000 investment made in the Fund's Class 4 units on March 31, 2016 to a $50,000,000 investment made in the MSCI World Index",data/raw/amg_pantheon/N-CSR_2026-06-09_d138225dncsr.htm,0001193125-26-264017,2026-08-14,Claude Code (2026-08-14),,extracted-unverified
5.2,Public index series,"Strategy proxy series on disk (PSP/URTH for evergreen PE; VNQ for REITs), manifest-declared; fund-level daily series does not exist (non-traded).",data/series/series_manifest.json,series inventory,,data/series/series_manifest.json,,2026-08-14,Claude Code (2026-08-14),,fetched
5.3,Alt asset-class indices,"Benchmark candidates evaluated by the engine (Tark benchmark rubric, 12 points, threshold 7 of 12, strategy gate below 2 of 3 ineligible). PRIMARY Peer composite, evergreen private equity cohort without AMG Pantheon Fund, LLC (members: Ares Private Markets Fund, Hamilton Lane Private Assets Fund, KKR Private Equity Conglomerate LLC, StepStone Private Markets) 9/12 (peer composite constructed by the evaluator). SECONDARY Listed private equity investable proxy (PSP) 9/12 (third-party index or investable proxy). REJECTED MSCI World investable proxy (URTH) 8/12 (fund-declared benchmark): rejected: strategy gate (score 8/12 but strategy_match 1/3). REJECTED Cambridge Associates US PE benchmark 7/12 (third-party index or investable proxy): outranked: score 7/12 vs primary 9/12 and secondary 9/12 (only two slots). Retained in log as viable alternate. Fund-declared (cell 5.1): MSCI World Index (held, scored 8/12, fails the strategy gate (strategy_match 1/3)).","benchmark selection artifact (AMG Pantheon Fund, LLC)","primary, secondary, rejected and declared benchmarks",,,,2026-09-04,Tark computed-cells writer (as-of 2026-09-04),,computed
5.4,Peer universe & returns,"Peer cohort: evergreen private equity cohort (n=5: Hamilton Lane Private Assets Fund, StepStone Private Markets, KKR Private Equity Conglomerate LLC, Ares Private Markets Fund, AMG Pantheon Fund, LLC). Equal-weight annual composite on printed fiscal-year returns for years with 2 or more reporting members: 2022 (n=3), 2023 (n=5), 2024 (n=5), 2025 (n=5), 2026 (n=4). Wrapper types in the cohort: non-traded LLC ('34 Act), tender-offer fund. Cross-wrapper differences are disclosed in the cohort caveat block (3 caveats). Membership rationales and exclusions are in the roster decisions record.",cohort artifact (evergreen private equity cohort),"members, composite and caveats",,,,2026-09-04,Tark computed-cells writer (as-of 2026-09-04),,computed
5.5,PME / Direct Alpha inputs,"PME inputs (computed, public market proxy Listed private equity investable proxy (PSP), secondary slot): window 2019-03-31 to 2026-03-31 (series comparison, clipped: proxy series begins 2018-07-18, 3 fiscal year(s) outside it dropped). Fund growth 2.397x vs proxy growth 1.5057x, flows = one contribution of 1 at the window start and the terminal growth at the end, fund return source: filed fiscal-year returns. KS-PME 1.5919 = fund growth / proxy growth. Direct Alpha +6.87%/yr is the annualized form of the same two flows (fund 13.3%/yr vs proxy 6.02%/yr). Peer comparison inputs (Peer composite, evergreen private equity cohort without AMG Pantheon Fund, LLC (members: Ares Private Markets Fund, Hamilton Lane Private Assets Fund, KKR Private Equity Conglomerate LLC, StepStone Private Markets), primary slot): relative wealth ratio 0.8357 = fund growth 1.6958x / peer composite growth 2.0292x over FY2022 to FY2026, fund return source: filed fiscal-year returns. Not a public market equivalent: the peer composite is appraisal-based, constructed by the evaluator and cannot be bought. Alignment: aligned by fiscal year-end year. Members' fiscal years end in month 03 (ares_pmf, hl_paf, stepstone_spm), 12 (kkr_kpec), the fund's in month 03.","benchmark selection artifact (AMG Pantheon Fund, LLC)",primary and secondary comparisons,,,,2026-09-04,Tark computed-cells writer (as-of 2026-09-04),,computed
5.6,Benchmark suitability memo,"Benchmark suitability (Tark benchmark rubric, 12 points). Primary Peer composite, evergreen private equity cohort without AMG Pantheon Fund, LLC (members: Ares Private Markets Fund, Hamilton Lane Private Assets Fund, KKR Private Equity Conglomerate LLC, StepStone Private Markets) (peer composite constructed by the evaluator) scored 9/12 with a relative wealth ratio vs peer composite over FY2022 to FY2026: relative wealth ratio 0.8357, annualized excess return -3.53%/yr. Secondary Listed private equity investable proxy (PSP) scored 9/12. Max attainable on held data 9/12. Fund-declared benchmark(s) (cell 5.1): MSCI World Index: held, scored 8/12, fails the strategy gate (strategy_match 1/3). Rejected: 2 candidates, each with its reason in the ledger. The scoring rules are in the benchmark methodology document. Analyst note: Product-side input on file is the self-declared MSCI World comparison in 5.1 (an equity index appended to an illiquid PE vehicle - suitability analysis belongs to the engine).","benchmark selection artifact (AMG Pantheon Fund, LLC)","primary, secondary, escalation, maximum attainable, declared benchmarks, rejected",,,,2026-09-04,Tark computed-cells writer (as-of 2026-09-04),,computed
5.7,Case-law tracker,"Anderson v. Intel Corp. Investment Policy Committee, No. 25-498 (U.S.). Certiorari granted 2026-01-16 per the Supreme Court docket listing. Question presented, per the docket as relayed in search-result snippets: whether, for claims predicated on fund underperformance, pleading that an ERISA fiduciary breached the duty of prudence requires alleging a meaningful benchmark. The Ninth Circuit had required plaintiffs to identify a comparable alternative giving a sound basis for comparison, a meaningful benchmark. Argument is listed for the October 2026 term and had not been held as of 2026-09-04. No holding exists yet, and this cell draws no consequence for the evaluation. Status partial: assembled from the docket listing and search snippets, not from the source documents, which this build could not fetch.","Supreme Court docket 25-498, https://www.supremecourt.gov/docket/docketfiles/html/public/25-498.html (grant date). SCOTUSblog case page, https://www.scotusblog.com/cases/anderson-v-intel-corp-investment-policy-comm/ and CRS Legal Sidebar LSB11396, https://www.congress.gov/crs-product/LSB11396 (question presented, argument term). Accessed 2026-09-04 through web-search snippets only.","docket listing and search-result snippets (question presented, argument scheduling)","search snippet, not the source document: ""whether, for claims predicated on fund underperformance, pleading that an ERISA fiduciary failed to use the requisite 'care, skill, prudence, or diligence' under the circumstances and thus breached ERISA's duty of prudence when investing plan assets requires alleging a 'meaningful benchmark'"" and ""The case is scheduled for argument before the Supreme Court of the United States during the court's October 2026-2027 term.""",,,2026-09-04,"Claude Code (WebSearch snippet, 2026-09-04)",,"partial - search snippets and docket listing only, source documents not fetched in this build"
6.1,Structure map,"Master-feeder: AMG Pantheon Fund, LLC (Delaware LLC, closed-end non-diversified, perpetual term, five unit classes, CIK 1609211) is a feeder investing substantially all assets in AMG Pantheon Master Fund, LLC (affiliate; Fund owned 96% of Master units at 3/31/2026). The Master invests directly and through two wholly-owned subsidiaries: AMG Pantheon Subsidiary Fund, LLC ('Corporate Subsidiary' - up to 25% of Master total assets, for tax-efficiency and RIC-requirement compliance; net assets $612.7M = 9.22% of consolidated) and AMG Pantheon Lead Fund, LLC ('Lead Fund' - organized to facilitate the revolving credit facility; net assets $5,177.4M = 77.90%). Fund net assets $6,404,045,276 at 3/31/2026.","SC TO-I (filed 2026-08-03), Item 2; N-CSR FY2026 (filed 2026-06-09), Note 1 and Master Note 1",Note 1 ORGANIZATION; Master Fund Note 1 (subsidiary sizes),"The Fund is a ""feeder fund"" that invests substantially all of its investable assets in AMG Pantheon Master Fund, LLC.",,"multiple (2), data/citations/amg_pantheon.json",2026-08-14,Claude Code (2026-08-14),,extracted-unverified
6.2,Strategy & instrument complexity,"Evergreen private-equity vehicle, objective long-term capital appreciation; strategy mix at 3/31/2026 (Master SOI): secondaries $3,138.2M + co-investments $2,369.1M + primary funds $572.5M + common stock $48.1M + short-term $533.3M = $6,661.2M total investments. Prospectus: portfolio 'to date has been invested primarily in portfolio companies (co-investments) and/or secondaries', evolving toward more primaries; over-commitment beyond current assets authorized. Category exposure: Buyout $4,982.9M (82% of private FV), Growth Equity, Venture, Infrastructure, Private Debt, Special Situations, Real Assets; geography 70.4% US, 6.0% UK, 4.6% Germany. Complexity drivers: master-feeder + two subsidiaries, GP-dependent valuations, unfunded commitments $1.76B, credit facility, J-curve management via secondaries/co-investments.","N-2 filed 2026-07-30, INVESTMENT PROGRAM - Investment Strategies; N-CSR FY2026 (filed 2026-06-09), Consolidated SOI + attributes table",Investment Strategies; hierarchy/attributes tables; country allocation,the private equity portion of the Master Fund's portfolio to date has been invested primarily in portfolio companies (co-investments) and/or secondaries,,"multiple (2), data/citations/amg_pantheon.json",2026-08-14,Claude Code (2026-08-14),,extracted-unverified
6.3,Conflicts & affiliated transactions,"Printed conflicts web: AMG (Affiliated Managers Group, Inc.) indirectly owns a majority of the Adviser (Pantheon); the Administrator (AMG Funds LLC, AMG's US wealth platform) and Distributor (AMG Distributors, Inc., wholly-owned by the Administrator) sit on the AMG side, while sub-administrator and sub-distributor (Pantheon Securities, LLC) are Adviser affiliates. SEC exemptive order permits the Master Fund to co-invest alongside affiliated public/private funds. N-2 CONFLICTS OF INTEREST: Other Accounts time/allocation conflicts; Adviser/affiliates/Distributor may receive payments from private-equity sponsors; Adviser/Distributor may compensate Selling Agents from own resources (incl. preferred-provider lists). Directors' fees split evenly Fund/Master; certain Directors and Officers are officers/directors of the Investment Manager, Administrator, AMG and/or Distributor; 7 affiliated investors owned 0.04% of net assets at 3/31/2026.","N-2 filed 2026-07-30, CONFLICTS OF INTEREST + Affiliated Transactions; N-CSR FY2026 (filed 2026-06-09), Note 2",CONFLICTS OF INTEREST; Affiliated Transactions (exemptive order); Note 2 affiliate agreements,The Master Fund has obtained an exemptive order from the SEC that permits the Master Fund to invest alongside affiliates,,"multiple (2), data/citations/amg_pantheon.json",2026-08-14,Claude Code (2026-08-14),,extracted-unverified
6.4,Tax reporting (1099 vs K-1),"Form 1099-DIV literally printed (Other Tax Information): investors receive Form 1099-DIV showing the tax status of distributions - no K-1. Fund qualifies as a regulated investment company under Subchapter M (tax year end September 30); distributions to date entirely long-term capital gain ($0 ordinary income in tax years 2024 and 2025); $42,413,014 designated as capital gain distribution for tax year ended 9/30/2025; maximum allowable designated as qualified dividends. Corporate Subsidiary exists to pursue strategies 'in a potentially tax-efficient manner and to satisfy regulated investment company tax requirements'.","N-CSR FY2026 (filed 2026-06-09), Other Tax Information (unaudited) + Note 1e Federal Taxes",Other Tax Information; Note 1e FEDERAL TAXES,The 2024/2025 Form 1099-DIV you received for the Fund showed the tax status of all distributions paid to you during each calendar year.,data/raw/amg_pantheon/N-CSR_2026-06-09_d138225dncsr.htm,0001193125-26-264017,2026-08-14,Claude Code (2026-08-14),,extracted-unverified
6.5,Service-provider web,"Adviser/Investment Manager: Pantheon Ventures (US) LP (San Francisco; also sub-administrator). Sponsor/Administrator: AMG Funds LLC, Stamford CT (0.05% of avg monthly net assets, min $86,000). Distributor: AMG Distributors, Inc. (FINRA member; sub-distributor: Pantheon Securities, LLC). Custodian: The Bank of New York Mellon. Transfer agent: BNY Mellon Investment Servicing (US) Inc., Pittsburgh PA (also holds subscription escrow). Auditor: KPMG LLP, New York. Fund counsel on the tender offer: Ropes & Gray LLP (SC TO-I cover). Board: 5 independent directors + 1 interested (Garret W. Weston, AMG); oversees 40 funds in the AMG complex.","N-2 filed 2026-07-30 (Transfer Agent, sub-administrator); N-CSR FY2026 (filed 2026-06-09), Notes 1h/2 + Directors and Officers; SC TO-I (filed 2026-08-03)",MANAGEMENT OF THE FUND - Transfer Agent; Note 2 affiliate agreements; Note 1h Cash,"BNY Mellon Investment Servicing (US) Inc., P.O. Box 534417, Pittsburgh, Pennsylvania 15253-4417, serves as Transfer Agent to the Fund.",,"multiple (3), data/citations/amg_pantheon.json",2026-08-14,Claude Code (2026-08-14),,extracted-unverified
6.6,Plan operational fit,"Workflow cell. Operational-fit inputs that ARE public and already evidenced: monthly subscriptions as of the first business day at NAV with escrowed advance monies (Note 1h), monthly NAV strike (4.1), discretionary quarterly Rule 13e-4 tenders with Letter-of-Transmittal workflow routed via financial advisors and approx. one-month post-expiration Valuation Date (3.2), 2.00% first-year early repurchase fee FIFO (2.7), minimums $10,000 (Class 1/5) to $50,000,000 (Class 4), 1099-DIV tax flow (6.4). Whether a recordkeeper can trade/settle this wrapper is a per-engagement fact.",n/a (workflow cell),n/a,,,,2026-08-14,Claude Code (2026-08-14),,"n/a - not publicly available: requires plan-specific recordkeeper/trading integration facts - workflow cell completed per plan engagement, not public product data"
6.7,Participant communicability,"Workflow cell. Product-side communicability inputs on file: four-entity master-feeder structure (6.1), co-investment/secondaries PE strategy with $1.76B unfunded commitments and GP-dependent monthly valuations (6.2/4.1), discretionary quarterly 5% tenders with SPV backstop and 2% early-exit fee (3.1/3.2/2.7), 1099-DIV-only reporting (6.4), and an equity-index (MSCI World) performance comparison (5.1). Judging participant comprehension is the committee's assessment.",n/a (workflow cell),n/a,,,,2026-08-14,Claude Code (2026-08-14),,n/a - not publicly available: requires plan-committee participant-communication assessment - workflow cell; product-side inputs already evidenced in 6.1/6.2/6.4
6.8,Fiduciary capacity self-assessment,Fiduciary capacity self-assessment is the committee's own governance output; no product filing can supply it.,n/a (workflow cell),n/a,,,,2026-08-14,Claude Code (2026-08-14),,"n/a - workflow, not data"
